N,P,K,ph,temperature,humidity,rainfall,altitude_m,Zn,S,soil_moisture,label
0.250293402,24.0,474.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,3.0,11.0,0.77,Major_Cereals
0.23,16.618,362.906,5.6,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.152,11.796,0.69,Major_Cereals
0.2375,8.243,199.565,6.05,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.528,18.691,0.65,Major_Cereals
0.134622792,3.0,326.0,5.8,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.8,12.0,0.63,Major_Cereals
0.2289,3.0,126.0,5.81,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.8,7.0,0.77,Major_Cereals
0.17,29.0,209.0,5.67,16.979166667125,10435.833335,30.153333336,32994.519581729415,7.4,17.0,0.73,Major_Cereals
0.1639,3.0,168.0,5.04,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.8,12.0,0.73,Major_Cereals
0.1565,2.0,313.0,5.4,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.3,8.0,0.77,Major_Cereals
0.6934832024281867,13.327231037771583,226.4872592799737,4.496289174309732,16.85022137285,10246.084568560576,30.652941801334517,33026.12698370024,1.7353564756672821,22.226613729933188,0.773621036746677,Specialty
0.189,11.0,868.0,5.7,19.975833332875,11013.333334,26.873333333,32909.59841822012,3.5,13.0,0.7,Major_Cereals
0.21790414196789665,1.9089322875648391,210.0335377896682,4.990104929773524,19.888100654102487,11003.587484487483,27.07211504984742,32904.604053086136,1.3455943407969624,14.04978996391216,0.6979605391066418,Cereals
0.2289,14.0,412.0,5.85,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.0,9.0,0.77,Major_Cereals
0.1247,3.0,356.0,7.2,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.2,8.0,0.74,Major_Cereals
0.23,25.574,298.895,5.72,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.605,14.326,0.69,Major_Cereals
0.21466995215821755,1.77165765777126,300.5909319154625,5.328719046342686,16.958633979493296,10483.249999716705,29.51952270371503,32998.98260145475,1.5556117822527997,7.809426409797751,0.7319677162207203,Specialty
0.23,8.898,310.09,5.56,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.489,17.464,0.65,Major_Cereals
0.162,2.0,405.0,5.2,21.007083333375,11215.000001,22.426666671,32846.778606085936,2.1,28.0,0.55,Major_Cereals
0.23434301845729788,46.33186972456974,693.3244767877536,5.755571472911249,17.012239642825005,10413.207293782572,29.87624349999898,32995.2315630792,4.276144344567763,5.239445836504604,0.7333361356184177,Specialty
0.19288072,2.3,402.0,5.48,19.813333332875,11714.16666575,34.526666663,32877.213548060194,2.4,16.9,0.73,Major_Cereals
0.1445,2.0,205.0,5.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.1,13.0,0.73,Major_Cereals
0.144,2.0,208.0,5.4,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.0,14.0,0.7,Major_Cereals
0.21893677678535556,3.790795267575545,460.11891771176295,5.442079491544283,19.97903827834977,11017.198182665716,27.14767576702536,32905.86888628327,1.769959056304022,13.66850895120435,0.6976159021299039,Cereals
0.24,2.55,368.0,5.25,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.96,16.1,0.74,Major_Cereals
0.2289,9.52,387.02,5.45,16.8074999995,10235.00000175,30.580000003,33021.116625328366,3.12,7.32,0.77,Major_Cereals
0.12,294.0,1010.0,6.74,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.64,13.0,0.74,Major_Cereals
0.189,4.0,155.0,5.0,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.2,15.0,0.7,Major_Cereals
0.2017,3.0,139.0,5.3,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,0.7,16.0,0.8,Major_Cereals
0.131968013,68.7,631.0,6.55,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.5,0.05,0.77,Pulses
0.122,2.0,462.0,6.0,21.007083333375,11215.000001,22.426666671,32846.778606085936,1.3,8.0,0.55,Major_Cereals
0.22924595877630172,9.479862186963716,672.3397664632298,6.275758440075369,16.82813272790097,10216.934676943649,30.399477884092917,33021.60483956659,3.09078266882225,15.972149699091272,0.7683587849661098,Specialty
0.23,153.752,883.075,5.66,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,4.181,18.398,0.69,Pulses
0.192610481,2.9,151.0,5.28,19.813333332875,11714.16666575,34.526666663,32877.213548060194,2.6,15.3,0.73,Major_Cereals
0.1333,5.0,507.0,5.4,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.7,10.0,0.77,Specialty
0.17,24.0,130.0,5.67,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.8,13.0,0.73,Major_Cereals
0.1443,29.0,309.0,6.5,21.007083333375,11215.000001,22.426666671,32846.778606085936,2.5,15.0,0.55,Major_Cereals
0.05,2.4,118.0,5.31,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,1.3,12.3,0.8,Major_Cereals
0.284,9.139,187.123,6.0,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.945045,12.3,0.69,Major_Cereals
0.028443221796289626,70.86418715304487,912.9595935698518,6.779451465217781,17.911731805650522,9298.989190199762,18.329193137604577,33023.92680637224,1.8835481398527623,6.8130820199915005,0.6331815261486529,Cereals
0.184,5.0,532.0,5.2,20.393750000375,10025.0,13.626666667,32909.064359184056,1.2,16.0,0.62,Major_Cereals
0.16274466983119165,0.0,276.21838102048866,6.412273813969128,17.80009631316716,9353.62047713367,18.050500124620047,33028.4685875859,1.742971563516413,9.15268111579342,0.6264035715913302,Cereals
0.2149023804026713,2.7023144904899286,449.3716427565936,5.317760321720798,17.019564211054337,10381.235424109998,30.1117036375792,32997.26281436836,1.917682579231694,8.842427722796652,0.7322000105103423,Specialty
0.2289,4.0,312.0,5.61,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.8,8.0,0.77,Major_Cereals
0.3,2.02,327.0,5.74,19.813333332875,11714.16666575,34.526666663,32877.213548060194,2.33,13.0,0.73,Major_Cereals
0.2358170893638122,1.4798517514979563,327.84217496497,5.154988907805722,20.00849866553854,10956.236879512046,26.52970708125984,32914.08051536152,1.4151684297370934,12.415099395224793,0.702378859734555,Cereals
0.2012,2.0,270.0,5.7,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.0,10.0,0.7,Major_Cereals
0.278033635,4.45,84.1,5.8,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.94,7.37,0.73,Major_Cereals
0.2290152384271413,83.2247949010574,472.01551781711777,5.231623848937882,16.615418974399592,9512.098600217263,21.16577166497903,33040.11106996387,3.5070732572985572,14.790217857071179,0.7374809694786121,Specialty
0.204697726,7.6,214.0,5.25,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.1,12.9,0.73,Major_Cereals
0.13,10.4,281.0,5.62,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.04,7.48,0.74,Major_Cereals
0.21267902778813147,3.973521411650511,250.26896882453138,5.419550990388117,19.268904123534476,10509.802163477585,24.407027496153944,32955.905605363885,1.149535425232395,12.945102377183119,0.702443396155872,Cereals
0.0985,1.0,482.0,6.5,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.5,6.0,0.73,Major_Cereals
0.10775643576284005,3.5500477158696397,206.87174801354683,6.075367617085129,16.744397836195013,9502.162380684684,21.24586946198127,33042.13475515049,1.180940941918828,4.724041343122124,0.7381072655612054,Cereals
0.211,6.0,319.0,5.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.1,11.0,0.73,Major_Cereals
0.185,3.0,212.0,5.4,21.007083333375,11215.000001,22.426666671,32846.778606085936,1.1,20.0,0.55,Major_Cereals
0.2518,69.078,308.441,5.64,13.937083334125,8595.00000075,13.153333333,33109.44596671493,7.332,25.891,0.65,Major_Cereals
0.250293402,8.0,552.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.8,9.0,0.77,Major_Cereals
0.23,104.16,213.863,5.71,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.821,13.116,0.69,Major_Cereals
0.1804,16.0,487.0,6.4,20.393750000375,10025.0,13.626666667,32909.064359184056,1.6,8.0,0.62,Major_Cereals
0.22747953053148934,1.8235353377981873,66.77132718711533,5.4330749916271,17.322934413236762,10657.73741984064,34.318710839502145,32980.831862553045,1.0046602290788724,8.55557154527524,0.7979402696487272,Specialty
0.227,5.0,462.0,6.0,21.007083333375,11215.000001,22.426666671,32846.778606085936,1.5,9.0,0.55,Major_Cereals
0.2344,3.0,378.0,5.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.8,8.0,0.7,Major_Cereals
0.26,10.3,254.0,5.52,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.85,15.4,0.73,Major_Cereals
0.15,7.29,389.0,8.11,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.1,7.88,0.74,Major_Cereals
0.1801,2.0,352.0,6.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.1,5.0,0.73,Major_Cereals
0.3835,6.0,155.0,6.1,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.9,11.0,0.65,Major_Cereals
0.1083,3.0,436.0,6.0,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.5,6.0,0.7,Major_Cereals
0.1967492485680288,3.4849389111940816,317.7583994771878,5.065227996701786,17.056585296870537,10453.494272636695,29.957919399637024,32994.43676492039,1.2880537748944387,24.403204248777044,0.7317878086554925,Specialty
0.1679,3.646,125.693,5.75,13.937083334125,8595.00000075,13.153333333,33109.44596671493,1.156,11.449,0.65,Major_Cereals
0.1741,3.0,227.0,5.2,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.1,11.0,0.7,Major_Cereals
0.28,1.47,420.0,5.43,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.88,20.5,0.73,Major_Cereals
0.153,2.0,357.0,5.6,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.9,13.0,0.73,Major_Cereals
0.12,1.57,362.0,5.64,21.62000000125,10986.66666575,21.233333337,32875.36717697199,0.92,10.1,0.65,Major_Cereals
0.184,19.0,475.0,6.6,21.007083333375,11215.000001,22.426666671,32846.778606085936,6.8,7.0,0.55,Major_Cereals
0.252834987,4.0,913.0,5.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.4,25.0,0.73,Specialty
0.0969,1.0,140.0,6.0,16.8074999995,10235.00000175,30.580000003,33021.116625328366,0.6,9.0,0.77,Major_Cereals
0.18,9.0,680.0,6.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,3.2,13.0,0.73,Specialty
0.072293046,2.3,183.0,5.55,19.813333332875,11714.16666575,34.526666663,32877.213548060194,0.9,0.05,0.73,Major_Cereals
0.0969,15.0,78.0,6.0,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.8,6.0,0.77,Major_Cereals
0.1326021810143699,5.170542460154346,503.7754238803556,5.343367743001148,16.74112700502754,10269.550254493892,30.74901461249074,33022.38639989146,1.6584237230690408,9.863862049697161,0.7689243795540333,Specialty
0.2407,3.0,301.0,5.6,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.8,6.0,0.7,Major_Cereals
0.1944,3.0,236.0,5.2,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.0,8.0,0.63,Major_Cereals
0.1304,4.0,191.0,5.9,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.0,4.0,0.77,Pulses
0.1969,3.0,464.0,5.2,19.975833332875,11013.333334,26.873333333,32909.59841822012,2.1,13.0,0.7,Major_Cereals
0.22359408622055943,0.8563636097707488,124.39901023027356,4.992513440120908,17.994997977043518,9327.644085213353,17.96574510551316,33026.473494213526,0.49560623832841305,18.5880693709665,0.62620317607714,Specialty
0.23,1.156,175.938,5.98,16.512916666625,10024.1666665,22.84333333,33028.36600453157,1.377,12.591,0.73,Major_Cereals
0.161,3.0,305.0,5.0,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.0,11.0,0.7,Major_Cereals
0.23,2.628,232.077,5.46,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.249,18.814,0.69,Major_Cereals
0.2514,23.0,1077.0,6.1,19.975833332875,11013.333334,26.873333333,32909.59841822012,6.0,13.0,0.7,Major_Cereals
0.110631325,10.0,263.0,7.2,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.6,21.0,0.77,Major_Cereals
0.2518,5.142,202.71,5.71,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.762,23.953,0.65,Major_Cereals
0.14,1.97,173.0,5.34,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.59,13.1,0.73,Major_Cereals
0.29,8.88,332.0,5.1,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.48,17.9,0.73,Specialty
0.1639,5.0,685.0,5.04,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.1,10.0,0.73,Cereals
0.25972244458084953,18.356383849602228,287.6545508554059,5.8080735266098795,16.965728749849948,10448.67050975324,30.35285682251338,32992.072953051524,2.264146425034647,9.126680002158468,0.7290471938966859,Specialty
0.04094982067995915,50.85346532495064,773.4686404947541,7.435161628763283,17.90479998968544,9340.868052064627,18.24909410878352,33026.74419021752,1.5697175224646038,12.999900845156636,0.6335821760419429,Cereals
0.2918,6.0,272.0,6.5,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.0,12.0,0.65,Major_Cereals
0.23,2.865,220.421,5.5,13.937083334125,8595.00000075,13.153333333,33109.44596671493,1.65,12.421,0.65,Major_Cereals
0.2289,3.39,86.33,5.64,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,1.59,4.1,0.8,Major_Cereals
0.21,2.34,415.0,5.06,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.9,17.8,0.73,Major_Cereals
0.2017,3.0,341.0,5.3,19.975833332875,11013.333334,26.873333333,32909.59841822012,3.0,13.0,0.7,Major_Cereals
0.286,13.0,360.0,5.9,13.937083334125,8595.00000075,13.153333333,33109.44596671493,5.4,8.0,0.65,Major_Cereals
0.2289,1.0,306.0,5.85,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.2,6.0,0.77,Pulses
0.0664,3.0,342.0,7.3,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.0,7.0,0.7,Pulses
0.1083,3.0,333.0,7.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.4,4.0,0.77,Major_Cereals
0.08995762361204251,25.015985588311047,530.5822307329834,7.485634750852273,16.61225731008252,9462.609976877391,20.844238180791606,33039.27664048245,1.4547211627012235,8.638552779893834,0.73771167733403,Cereals
0.2375,12.954,172.263,5.41,13.937083334125,8595.00000075,13.153333333,33109.44596671493,4.052,22.062,0.65,Major_Cereals
0.242766807,1.5,147.0,5.55,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.5,18.8,0.73,Major_Cereals
0.11318177527764131,74.24996126016207,1045.2505928078149,7.245723858393291,20.631375371775377,9538.839446601656,14.896159811108323,32939.3098196709,5.136906391399411,20.053706529718028,0.5192528310458581,Cereals
0.23,7.411,249.94,5.67,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.962,18.51,0.69,Major_Cereals
0.151,1.0,338.0,5.5,19.236250000374994,10472.5,24.306666666,32957.289113476414,0.9,12.0,0.7,Major_Cereals
0.24894258601556596,2.6216342010635505,212.330600105526,5.789251456394391,16.88247593898101,10230.28782805866,30.834623923766003,33024.72527410593,1.7341783643404365,4.5141101412227895,0.7673915943810201,Specialty
0.23,2.279,230.254,5.62,16.512916666625,10024.1666665,22.84333333,33028.36600453157,2.106,12.302,0.73,Major_Cereals
0.224,2.0,260.0,4.8,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.0,20.0,0.7,Cereals
0.2279,4.0,442.0,5.3,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.9,10.0,0.73,Major_Cereals
0.21,2.0,247.0,5.39,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.2,12.0,0.7,Cereals
0.1306117387734594,5.342912434932433,233.7174368689548,5.328443808295386,19.949475519040178,10985.387298032425,26.7295110225869,32909.02997293229,1.4777337710081107,14.84329758694924,0.7036407392162222,Cereals
0.2158,3.0,431.0,5.2,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.1,12.0,0.7,Major_Cereals
0.156,7.0,528.0,5.7,21.007083333375,11215.000001,22.426666671,32846.778606085936,1.4,17.0,0.55,Major_Cereals
0.2358,4.0,131.0,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.4,10.0,0.77,Major_Cereals
0.2297,11.0,741.0,5.7,19.975833332875,11013.333334,26.873333333,32909.59841822012,3.0,17.0,0.7,Major_Cereals
0.12,27.0,491.0,6.96,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.57,9.83,0.74,Major_Cereals
0.16,75.5,440.0,7.11,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.99,7.33,0.74,Major_Cereals
0.1639,2.62,76.34,5.69,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.28,18.29,0.73,Major_Cereals
0.23,5.999,152.605,6.24,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,1.381,14.492,0.69,Major_Cereals
0.2017,2.0,279.0,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.2,15.0,0.77,Major_Cereals
0.260151402,2.0,195.0,6.2,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.5,7.0,0.73,Cereals
0.163,6.0,282.0,6.0,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.5,6.0,0.74,Pulses
0.11,9.41,467.0,6.48,21.62000000125,10986.66666575,21.233333337,32875.36717697199,2.0,13.1,0.65,Pulses
0.2289,3.0,275.0,5.85,16.8074999995,10235.00000175,30.580000003,33021.116625328366,3.0,8.0,0.77,Major_Cereals
0.250347819,2.69,179.81,5.6,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.15,10.02,0.73,Major_Cereals
0.1479,2.0,137.0,5.7,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.0,6.0,0.7,Major_Cereals
0.2289,3.0,125.0,6.74,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.9,9.0,0.77,Major_Cereals
0.2518,6.903,191.133,5.48,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.953,20.831,0.65,Major_Cereals
0.2518,9.547,241.936,5.75,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.082,22.557,0.65,Major_Cereals
0.2279,4.0,170.0,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.1,14.0,0.77,Major_Cereals
0.14,2.48,379.0,8.07,20.393750000375,10025.0,13.626666667,32909.064359184056,1.43,10.7,0.62,Cereals
0.16,24.1,492.0,6.26,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.64,12.1,0.74,Major_Cereals
0.09865114,3.4,205.0,5.17,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.2,12.6,0.73,Major_Cereals
0.2017,5.0,141.0,5.3,17.460833333375,10686.6666675,34.343333333000004,32985.437862553255,0.7,16.0,0.8,Major_Cereals
0.1639,124.0,565.0,5.78,16.979166667125,10435.833335,30.153333336,32994.519581729415,4.0,8.0,0.73,Major_Cereals
0.2178,22.0,264.0,4.9,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.7,13.0,0.7,Major_Cereals
0.1679,8.079,126.231,5.5,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.26,14.243,0.65,Major_Cereals
0.1281,15.0,653.0,7.4,20.393750000375,10025.0,13.626666667,32909.064359184056,2.3,13.0,0.62,Major_Cereals
0.2357,683.0,1771.0,7.1,16.695000000375,9474.999999,21.486666663,33042.082321614136,13.8,18.0,0.74,Major_Cereals
0.119,2.0,300.0,6.0,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.6,11.0,0.7,Major_Cereals
0.153057985,2.0,153.0,5.4,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.0,28.0,0.73,Major_Cereals
0.1639,3.0,128.0,5.37,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.3,25.0,0.73,Pulses
0.06717815248605752,3.997083131160549,433.9226679300237,7.141295084525468,16.82069770342421,9485.976093942088,21.682172626613916,33046.23057992066,1.2667202875579084,8.267266952000607,0.7403769321427291,Cereals
0.1836,30.0,404.0,6.5,16.695000000375,9474.999999,21.486666663,33042.082321614136,2.1,8.0,0.74,Major_Cereals
0.2279,4.0,101.0,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,0.9,8.0,0.77,Major_Cereals
0.1818,2.0,207.0,5.5,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.6,8.0,0.77,Major_Cereals
0.2437,6.0,115.0,5.6,13.937083334125,8595.00000075,13.153333333,33109.44596671493,2.6,8.0,0.65,Major_Cereals
0.11,2.1,190.0,6.39,20.393750000375,10025.0,13.626666667,32909.064359184056,1.23,6.28,0.62,Major_Cereals
0.13502448712817855,3.063996320449493,235.62787775207624,4.9687084010192,19.930702578639487,11029.181260459807,26.575269734140843,32906.08716354201,1.2791287107600255,18.854645358296583,0.6988249984596004,Cereals
0.2362,10.0,675.0,6.2,19.236250000374994,10472.5,24.306666666,32957.289113476414,1.9,11.0,0.7,Major_Cereals
0.1633,4.0,407.0,5.9,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.3,11.0,0.73,Major_Cereals
0.2518,8.098,263.292,7.37,13.937083334125,8595.00000075,13.153333333,33109.44596671493,1.785,24.68,0.65,Major_Cereals
0.14374470922909427,2.29064766816492,137.34479878940192,5.528946867925804,17.5245385375775,10636.189078554795,34.23262571690341,32981.6320347931,0.704300302033084,15.295967718712637,0.8030330671845041,Cereals
0.3702240218001982,1.9404397263530073,429.73179107769744,5.650001499428904,16.89503875641357,10415.643409247092,30.167342455810104,32992.341674627096,2.219844352661001,14.80731972077758,0.7263433726126759,Cereals
0.1042,7.0,335.0,7.3,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.8,8.0,0.74,Major_Cereals
0.2225,2.0,431.0,4.9,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.7,11.0,0.7,Major_Cereals
0.194,3.0,320.0,5.4,19.975833332875,11013.333334,26.873333333,32909.59841822012,2.1,14.0,0.7,Major_Cereals
0.19890058,3.0,155.0,5.1,16.979166667125,10435.833335,30.153333336,32994.519581729415,0.7,21.0,0.73,Major_Cereals
0.0401,3.0,445.0,8.2,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.0,6.0,0.74,Major_Cereals
0.6962483300550893,13.946778633079994,228.95095701859918,4.419950394370785,16.779503523504733,10207.917924208376,30.587632081901216,33020.300320791306,1.6964080403952058,22.07362531582967,0.7657212299522276,Specialty
0.0969,2.82,319.74,6.0,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.8,7.78,0.77,Major_Cereals
0.1782,4.0,345.0,5.3,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.8,11.0,0.74,Major_Cereals
0.162474818,1.5,275.0,5.85,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.1,14.6,0.73,Major_Cereals
0.23,16.611,398.658,6.05,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,0.865189,10.51,0.69,Major_Cereals
0.201673301,2.7,143.0,5.4,19.813333332875,11714.16666575,34.526666663,32877.213548060194,1.9,12.5,0.73,Major_Cereals
0.195910715,48.0,663.0,5.8,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,2.6,8.0,0.63,Major_Cereals
0.19,0.84,188.0,5.22,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.04,13.4,0.73,Major_Cereals
0.2225094147805281,0.4547675279584654,91.66874627241302,4.775805100887981,19.89269486108558,11061.33157922084,26.907820546249454,32911.78322796943,1.4068529026596341,10.807009603773864,0.7065194840994378,Cereals
0.12796803702427512,16.56642874830721,443.9442682618089,5.338652787518219,16.965757074563072,10448.478153142127,30.089349394214533,32993.04579547622,2.5394010443100106,5.884035561432086,0.7311847573189107,Specialty
0.2174,6.0,181.0,5.4,16.979166667125,10435.833335,30.153333336,32994.519581729415,2.5,6.0,0.73,Pulses
0.1904,2.0,276.0,4.8,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.6,10.0,0.7,Major_Cereals
0.23,1.074,59.367,5.35,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.013,11.528,0.69,Major_Cereals
0.2279,1.0,138.0,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,0.9,8.0,0.77,Cereals
0.22,1.64,559.0,6.24,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.59,14.6,0.7,Major_Cereals
0.17,2.63,539.0,5.1,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.34,29.7,0.73,Major_Cereals
0.250293402,5.0,250.0,5.8,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.9,8.0,0.73,Major_Cereals
0.17,0.1,147.0,5.24,16.695000000375,9474.999999,21.486666663,33042.082321614136,1.12,9.13,0.74,Major_Cereals
0.23,2.58,243.601,5.67,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.001,13.963,0.69,Major_Cereals
0.17,6.0,296.0,5.67,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.2,11.0,0.73,Major_Cereals
0.024284862,5.31,276.6,6.8,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,1.05,5.68,0.63,Major_Cereals
0.000261711,24.0,409.0,7.1,17.892500000374998,9325.8333335,17.903333337,33025.017679258104,2.2,7.0,0.63,Cereals
0.2883,3.0,440.0,5.2,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.9,15.0,0.7,Specialty
0.2289,1.0,73.0,5.82,16.8074999995,10235.00000175,30.580000003,33021.116625328366,0.4,16.0,0.77,Major_Cereals
0.250293402,3.0,87.0,5.8,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.1,7.0,0.77,Major_Cereals
0.23,1.559,127.07,5.71,14.035416666999998,9034.1666675,13.813333333,33062.08368446257,2.129,10.983,0.69,Major_Cereals
0.2279,11.59,130.62,5.3,16.8074999995,10235.00000175,30.580000003,33021.116625328366,2.06,23.23,0.77,Major_Cereals
0.250293402,11.0,345.0,5.8,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.2,10.0,0.73,Major_Cereals
0.1045,18.0,455.0,6.6,20.393750000375,10025.0,13.626666667,32909.064359184056,3.2,7.0,0.62,Major_Cereals
0.250293402,2.0,172.0,5.8,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.4,8.0,0.73,Major_Cereals
0.2072,2.0,246.0,5.4,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.7,15.0,0.7,Cereals
0.1188612945729288,2.8143780906358637,225.891803444856,6.007481767952728,17.00193601217318,10441.150774514714,29.865146727059145,32995.67920164297,1.3946418385916695,21.928766525935224,0.7305465564672953,Specialty
0.1919,61.0,594.0,5.8,20.393750000375,10025.0,13.626666667,32909.064359184056,3.7,8.0,0.62,Major_Cereals
0.24327805776374056,46.16400731551334,705.6573111331533,5.8161227561768,17.022577117306952,10470.193776624737,29.882374853028526,32994.76692433132,4.360817812336523,4.727483147847415,0.7291598343904763,Specialty
0.2158,3.0,200.0,5.2,19.975833332875,11013.333334,26.873333333,32909.59841822012,1.0,16.0,0.7,Major_Cereals
0.1638,1.0,239.0,5.7,16.979166667125,10435.833335,30.153333336,32994.519581729415,1.5,6.0,0.73,Major_Cereals
0.2289,2.0,143.0,5.58,16.8074999995,10235.00000175,30.580000003,33021.116625328366,1.7,8.0,0.77,Major_Cereals
